COUNTY DEM Libertarian REP
COUNTY BIDEN "Libertarian JORGENSEN," TRUMP
ADAMS 18207 810 37523
ALLEGHENY 429065 8344 282324
ARMSTRONG 8457 424 27489
BEAVER 38122 1241 54759
BEDFORD 4367 182 23025
BERKS 92895 2909 109736
BLAIR 17636 653 45306
BRADFORD 8046 513 21600
BUCKS 204712 4155 187367
BUTLER 37508 1438 74359
CAMBRIA 21730 759 48085
CAMERON 634 29 1771
CARBON 11212 433 21984
CENTRE 40055 1066 36372
CHESTER 182372 3565 128565
CLARION 4678 237 14578
CLEARFIELD 9673 546 29203
CLINTON 5502 221 11902
COLUMBIA 10532 541 20098
CRAWFORD 12924 521 28559
CUMBERLAND 62245 2138 77212
DAUPHIN 78983 1977 66408
DELAWARE 206423 2976 118532
ELK 4522 244 12140
ERIE 68286 1928 66869
FAYETTE 20444 468 41227
FOREST 728 36 1882
FRANKLIN 22422 1116 57245
FULTON 1085 68 6824
GREENE 4911 179 12579
HUNTINGDON 5445 286 17061
INDIANA 12634 475 28089
JEFFERSON 4527 337 17960
JUNIATA 2253 141 9649
LACKAWANNA 61991 1085 52334
LANCASTER 115847 4183 160209
LAWRENCE 15978 501 29597
LEBANON 23932 989 46731
LEHIGH 98288 2166 84259
LUZERNE 64873 1519 86929
LYCOMING 16971 821 41462
McKEAN 5098 285 14083
MERCER 21067 744 36143
MIFFLIN 4603 229 16670
MONROE 44060 1043 38726
MONTGOMERY 319511 5186 185460
MONTOUR 3771 156 5844
NORTHAMPTON 85087 2001 83854
NORTHUMBERLAND 12677 654 28952
PERRY 5950 409 18293
PHILADELPHIA 603790 4847 132740
PIKE 13019 322 19213
POTTER 1726 99 7239
SCHUYLKILL 20727 1005 48871
SNYDER 4910 247 13983
SOMERSET 8654 423 31466
SULLIVAN 921 55 2619
SUSQUEHANNA 6236 309 15207
TIOGA 4955 378 15742
UNION 7475 284 12356
VENANGO 7585 374 18569
WARREN 6066 347 14237
WASHINGTON 45088 1310 72080
WAYNE 9191 261 18637
WESTMORELAND 72129 2350 130218
WYOMING 4704 218 9936
YORK 88114 3624 146733
